Spanish,French
mensual,mensuel
crítico,critique
cuadro,Cadre
musical,musical
definición,définition
secretario,secrétaire
angeles,Angeles
redes,la mise en réseau
sendero,chemin
australiano,australien
empleado,employé
jefe,chef
da,donne
kb,kb
fondo,bas
revistas,les magazines
paquetes,paquets
detalle,détail
Francisco,francisco
leyes,lois
cambió,modifié
mascota,animaux
Escuchó,entendu
empezar,commencer
individuos,personnes
Colorado,Colorado
real,Royal
limpio,nettoyer
cambiar,changer
ruso,russe
más grande,plus grand
africano,africain
chico,mec
títulos,titres
pertinente,pertinent
pautas,des lignes directrices
justicia,Justice
conectar,relier
Biblia,Bible
devanar,faire devenir
taza,tasse
cesta,corbeille
aplicado,appliqué
semanalmente,hebdomadaire
volumen,vol
instalación,installation
descrito,décrit
demanda,demande
páginas,pp
suite,suite
vegas,vegas
n / A,n / A
cuadrado,carré
chris,chris
atención,attention
avance,avance
saltar,sauter
dieta,diète
Ejército,armée
subasta,enchères
engranaje,équipement
sotavento,lee
os,système d'exploitation
diferencia,différence
permitido,autorisé
correcto,correct
Charles,Charles
nación,nation
venta,vente
un montón,lot
pieza,pièce
hoja,feuille
firma,solidifier
Siete,Sept
más viejo,plus âgée
Illinois,Illinois
regulaciones,règlements
elementos,éléments
especies,espèce
salto,saut
células,cellules
módulo,module
recurso,recours
instalaciones,établissement
aleatorio,Aléatoire
precios,tarification
dvds,DVD
certificado,certificat
ministro,ministre
movimiento,mouvement
aspecto,regards
Moda,mode
direcciones,directions
visitantes,visiteurs
documentación,Documentation
monitor,surveiller
comercio,commerce
bosque,forêt
llamadas,appels
cuyo,dont
cobertura,couverture
Pareja,coupler
donación,donnant
oportunidad,chance
visión,vision
bola,Balle
finalizando,fin
clientela,clients
comportamiento,Actions
escucha,Ecoutez
discutir,discuter
aceptar,J'accepte
automotor,automobile
desnudo,nu
objetivo,but
exitoso,à succès
vendido,vendu
viento,vent
comunidades,communautés
clínico,clinique
situación,situation
ciencias,les sciences
mercados,marchés
más bajo,le plus bas
muy,très
publicación,édition
aparecer,apparaître
emergencia,urgence
desarrollando,développement
vidas,des vies
divisa,devise
cuero,cuir
determinar,déterminer
temperatura,Température
palma,paume
anuncios,annonces
paciente,patient
real,réel
histórico,historique
piedra,calcul
Beto,bob
comercio,Commerce
tonos de llamada,sonneries
quizás,peut-être
personas,personnes
difícil,difficile
científico,scientifique
satélite,Satellite
encajar,ajuster
pruebas,tests
pueblo,village
cuentas,comptes
aficionado,amateur
ex,ex
reunió,rencontré
dolor,la douleur
Xbox,Xbox
particularmente,particulièrement
factores,les facteurs
café,café
www,www www
ajustes,Les paramètres
comprador,acheteur
cultural,culturel
steve,Steve
fácilmente,facilement
oral,oral
vado,gué
póster,affiche
borde,bord
funcional,fonctionnel
raíz,racine
au,autant
fi,Fi
cerrado,fermé
vacaciones,vacances
hielo,la glace
rosado,rose
zelanda,Zélande
equilibrio,équilibre
vigilancia,surveillance
graduado,diplômé
respuestas,réponses
Disparo,tirer
Carolina del Norte,NC
arquitectura,architecture
inicial,initiale
etiqueta,étiqueter
pensando,pensée
scott,scott
LLC,llc
segundo,seconde
recomendar,recommander
canon,canon
liga,ligue
desperdicio,déchets
minuto,minute
autobús,autobus
proveedor,fournisseur
Opcional,optionnel
diccionario,dictionnaire
frío,froid
contabilidad,comptabilité
fabricación,fabrication
secciones,sections
silla,chaise
pesca,faire de la pêche
esfuerzo,effort
fase,phase
los campos,des champs
bolso,sac
fantasía,fantaisie
correos,pochette
letras,des lettres
motor,moteur
Virginia,Virginie
profesor,professeur
contexto,le contexte
Instalar en pc,installer
camisa,la chemise
vestir,vêtements
generalmente,généralement
continuado,a continué
pie,pied
masa,Masse
crimen,la criminalité
contar,compter
seno,Sein
técnicas,techniques
IBM,ibm
rd,rd
Johnson,Johnson
Carolina del Sur,SC
rápidamente,vite
dólares,dollars
sitios web,sites Internet
religión,religion
afirmar,Réclamer
conduciendo,conduite
permiso,autorisation
cirugía,opération
parche,pièce
calor,Chauffer
salvaje,sauvage
medidas,les mesures
Generacion,génération
Kansas,Kansas
pierda,Mademoiselle
químico,chimique
doctor,médecin
tarea,tâche
reducir,réduire
trajo,amené
él mismo,lui-même
ni,ni
componente,composant
habilitar,permettre
ejercicio,exercer
insecto,bogue
Papa Noel,Père Noël
medio,milieu
garantía,garantie
líder,leader
diamante,diamant
Israel,Israël
marchito,soi
procesos,procédés
suave,"mou, tendre"
servidores,les serveurs
solo,seul
reuniones,réunions
segundos,secondes
Jones,Jones
Arizona,Arizona
palabra clave,mot-clé
intereses,intérêts
vuelo,voyage en avion
congreso,congrès
combustible,carburant
nombre de usuario,Nom d'utilisateur
andar,marche
producido,produit
italiano,italien
libro de bolsillo,livre de poche
clasificado,petites annonces
Espere,attendre
soportado,prise en charge
bolsillo,poche
Smo,Saint
Rosa,Rose
libertad,liberté
argumento,argument
competencia,concurrence
creando,création
jim,jim
drogas,médicaments
articulación,découper
prima,prime
proveedores,fournisseurs
Fresco,Frais
caracteres,personnages
abogado,avocat
potenciar,améliorer
di,diabolique
factor,facteur
creciente,croissance
miles,milliers
km,km
Arroyo,flux
apartamentos,appartements
elegir,prendre
audiencia,audience
oriental,est
subastas,les enchères
terapia,thérapie
entradas,entrées
fechas,Rendez-vous
generado,généré
firmado,signé
superior,supérieur
administrativo,administratif
grave,sérieuse
principal,premier
Samsung,samsung
límite,limite
comenzó,a commencé
Louis,Louis
pasos,pas
errores,les erreurs
tiendas,magasins
delegado,del
esfuerzos,efforts
informado,informé
Georgia,Géorgie
C.A,acteur
pensamientos,les pensées
Cala,ruisseau
pie,ft
trabajó,travaillé
cantidad,quantité
urbano,Urbain
prácticas,les pratiques
ordenado,trié
informes,rapport
esencial,indispensable
yo mismo,moi même
Excursiones,visites
plataforma,Plate-forme
carga,charge
afiliado,affilier
labor,la main d'oeuvre
inmediatamente,immédiatement
administración,admin
enfermería,allaitement
defensa,la défense
máquinas,Machines
designado,désigné
etiquetas,Mots clés
pesado,lourd
cubierto,couvert
recuperación,récupération
José,joe
tipo,les gars
integrado,intégré
configuración,configuration
comerciante,marchande
exhaustivo,complet
experto,expert
universal,universel
proteger,protéger
soltar,tomber
sólido,solide
cds,CDS
presentación,présentation
idiomas,langues
se convirtió,devenu
naranja,Orange
cumplimiento,conformité
vehículos,Véhicules
evitar,empêcher
tema,thème
Rico,riche
soy,je suis
Campaña,campagne
marina,Marin
mejora,amélioration
vs,vs
guitarra,guitare
hallazgo,découverte
Pensilvania,Pennsylvanie
ejemplos,exemples
iPod,ipod
diciendo,en disant
espíritu,esprit
Arkansas,ar
reclamación (es,réclamations
desafío,défi
Motorola,Motorola
aceptación,acceptation
estrategias,stratégies
mes,moche
parecer,sembler
asuntos,affaires
tocar,toucher
destinado a,destiné
hacia,envers
sa,SA
metas,buts
contratar,louer
elección,élection
sugerir,suggérer
rama,branche
cargos,des charges
atender,servir
afiliados,affiliés
razones,les raisons
magia,la magie
montar,monter
inteligente,intelligent
hablando,parlant
dio,donné
unos,celles
latín,Latin
multimedia,multimédia
XP,XP
evitar,éviter
certificado,agréé
administrar,faire en sorte
esquina,coin
rango,rang
informática,l'informatique
Oregón,Oregon
elemento,élément
nacimiento,naissance
virus,virus
abuso,abuser de
interactivo,interactif
peticiones,Demandes
separar,séparé
cuarto,trimestre
procedimiento,procédure
liderazgo,direction
mesas,les tables
definir,définir
carreras,courses
religioso,religieux
hechos,les faits
desayuno,déjeuner
kong,kong
columna,colonne
plantas,les plantes
fe,Foi
cadena,chaîne
desarrollador,développeur
identificar,identifier
avenida,rue
desaparecido,disparu
murió,décédés
aproximadamente,approximativement
Doméstico,national
mapa del sitio,plancher
recomendaciones,recommandations
movido,déplacé
Houston,houston
alcanzar,atteindre
comparación,Comparaison
mental,mental
visto,vus
momento,moment
extendido,élargi
secuencia,séquence
pulgada,pouce
ataque,attaque
perdón,Pardon
centros,centres
apertura,ouverture
daño,dommage
laboratorio,laboratoire
reserva,réserve
recetas,recettes
cvs,CVS
gama,gamma
el plastico,Plastique
Produce,produire
nieve,neiger
metido,mis
verdad,vérité
encimera,contrer
falla,échec
sigue,suit
UE,UE
fin de semana,fin de semaine
dólar,dollar
acampar,camp
ntario,Ontario
automáticamente,automatiquement
des,des
Minnesota,Minnesota
Película (s,films
puente,pont
nativo,originaire de
llenar,remplir
williams,williams
movimiento,mouvement
impresión,impression
béisbol,base-ball
de propiedad,appartenant à
aprobación,approbation
borrador,Brouillon
gráfico,graphique
jugado,joué
contactos,Contacts
cc,cc
Jesús,Jésus
lectores,lecteurs
clubs,clubs
LCD,LCD
Washington,Washington
Jackson,jackson
igual,égal
aventuras,aventure
pareo,correspondant à
ofrecimiento,offre
camisetas,chemises
lucro,profit
líderes,dirigeants
carteles,affiches
instituciones,institutions
asistente,assistant
variable,variable
Cra,ave
DJ,dj
anuncio publicitario,publicité
suponer,attendre
estacionamiento,parking
titulares,titres
el dia de ayer,hier
comparado,par rapport
determinado,déterminé
venta al por mayor,de gros
taller,atelier
Rusia,Russie
desaparecido,disparu
códigos,codes
tipos,genre
extensión,extension
Seattle,Seattle
declaraciones,déclarations
dorado,doré
completamente,complètement
equipos,équipes
fuerte,fort
cm,cm
Wisconsin,Wi
Encendiendo,éclairage
senado,sénat
efectivo,les forces
gracioso,drôle
hermano,frère
gene,gène
convertido,tourné
portátil,portable
intentó,a essayé
eléctrico,électrique
aplicable,en vigueur
desct,disque
devuelto,revenu
patrón,modèle
Connecticut,ct
barco,bateau
llamado,nommé
teatro,théâtre
láser,laser
más temprano,plus tôt
Fabricantes,fabricant
patrocinador,parrainer
clásico,classique
icono,icône
garantía,garantie
dedicado,dédié
Indiana,Indiana
dirección,direction
Harry,harry
baloncesto,basketball
objetos,objets
acabado,prend fin
Eliminar,effacer
noche,soirée
montaje,Assemblée
nuclear,nucléaire
impuestos,taxes
ratón,Souris
señal,signal
delincuente,criminel
emitido,Publié
cerebro,cerveau
sexual,sexuel
Wisconsin,Wisconsin
poderoso,puissant
sueño,rêver
adquirido,obtenu
FALSO,FAUX
dar,da
emitir,jeter
flor,fleur
sintió,se sentait
personal,personnel
aprobado,passé
suministrado,fourni
identificado,identifié
caídas,chutes
Foto,pic
alma,âme
SIDA,sida
opiniones,des avis
promover,promouvoir
fijado,déclaré
estadísticas,Statistiques
Hawai,Hawaii
profesionales,professionnels
aparece,apparaît
llevar,transporter
bandera,drapeau
decidido,décidé
Nueva Jersey,New Jersey
cubiertas,couvertures
hora,heure
em,em
ventaja,avantage
Hola,Bonjour
diseños,designs
mantener,maintenir
turismo,tourisme
prioridad,priorité
boletines,bulletins d'information
adultos,adultes
clips,clips
ahorros,des économies
iv,iv
gráfico,graphique
átomo,atome
pagos,Paiements
rw,rw
estimado,estimé
vinculante,obligatoire
breve,bref
terminado,terminé
victorioso,gagnant
ocho,huit
anónimo,anonyme
planchar,fer à repasser
derecho,droit
texto,scénario
servido,servi
quiere,veut
diverso,divers
preparado,préparé
vacío,annuler
comida,à manger
alerta,alerte
integración,l'intégration
Atlanta,Atlanta
dakota,dakota
etiqueta,étiqueter
entrevista,entretien
mezcla,mélanger
estructura,cadre
disco,disque
instalado,installée
reina,reine
vhs,VHS
créditos,crédits
claramente,clairement
reparar,réparer
resolver,manipuler
dulce,doux
escritorio,bureau
criterio,Critères
pubmed,pubd
dave,dave
Massachusetts,Massachusetts
Diego,Diego
hong,hong
vicio,vice
asociar,associer
nordeste,ne
camión,un camion
comportamiento,comportement
agrandar,agrandir
rayo,rayon
frecuentemente,souvent
ingresos,revenu
la medida,mesure
cambiando,en changeant
votos,vote
du,Du
deber,devoir
miró,regardé
discusión,discussion
soportar,ours
ganar,Gain
festival,Festival
laboratorio,laboratoire
Oceano,océan
Vuelos,vols
expertos,experts
señales,panneaux
ausencia,manquer de
profundidad,profondeur
Iowa,Iowa
lo que,peu importe
registrado,connecté
ordenador portátil,portable
vintage,ancien
tren,former
exactamente,exactement
seco,sécher
explorar,explorer
Maryland,Maryland
spa,spa
concepto,concept
por poco,presque
elegible,éligible
verificar,vérifier
realidad,réalité
olvidó,oublié
manejo,manutention
origen,origine
supo,a connu
juego de azar,gaming
feeds,flux
billón,milliard
destino,destination
Escocia,Écosse
más rápido,plus rapide
inteligencia,intelligence
Dallas,dallas
compró,acheté
estafa,con
UPS,UPS
naciones,nations
ruta,route
seguido,suivi
especificaciones,Caractéristiques
roto,cassé
TripAdvisor,TripAdvisor
franco,franc
Alaska,Alaska
zoom,Zoom
soplo,coup
batalla,bataille
Residencial,Résidentiel
anime,anime
hablar,parlez
decisiones,les décisions
industrias,les industries
protocolo,protocole
consulta,mettre en doute
acortar,agrafe
camaradería,Partenariat
editorial,éditorial
Nuevo Testamento,NT
expresión,expression
