English,French
paperbacks,Paperbacks
coaches,entraîneurs
vessels,navires
harbour,port
walks,des promenades
sol,sol
keyboards,claviers
sage,sauge
knives,des couteaux
eco,éco
vulnerable,vulnérable
arrange,organiser
artistic,artistique
bat,chauve souris
honors,honneurs
booth,stand
indie,indie
reflected,réfléchi
unified,unifié
bones,OS
breed,élever
detector,détecteur
ignored,ignoré
polar,polaire
fallen,déchu
precise,précis
sussex,Sussex
respiratory,respiratoire
notifications,notifications
msgid,msgstr
transexual,transcepteur
mainstream,courant dominant
invoice,facture d'achat
evaluating,évaluant
lip,lèvre
subcommittee,sous-comité
sap,sève
gather,rassembler
suse,suse
maternity,maternité
backed,soutenu
alfred,alfred
colonial,colonial
mf,mf
carey,coiffé
motels,motels
forming,formant
embassy,ambassade
cave,la grotte
journalists,journalistes
danny,de Danny
rebecca,rebecca
slight,léger
proceeds,produit
indirect,indirect
amongst,parmi
wool,laine
foundations,fondations
msgstr,msgstr
arrest,arrêter
volleyball,volley-ball
mw,mw
adipex,adipex
horizon,horizon
nu,Nu
deeply,profondément
toolbox,boîte à outils
ict,TIC
marina,Marina
liabilities,Passifs
prizes,prix
bosnia,Bosnie
browsers,navigateur
decreased,diminué
patio,patio
dp,dp
tolerance,tolérance
surfing,surfant
creativity,la créativité
lloyd,lloyd
describing,décrivant
optics,optique
pursue,poursuivre
lightning,éclair
overcome,surmonter
eyed,aux yeux
ou,or
quotations,citations
grab,attraper
inspector,inspecteur
attract,attirer
brighton,brillant
beans,des haricots
bookmarks,favoris
ellis,ellis
disable,désactiver
snake,serpent
succeed,réussir
leonard,Leonard
lending,prêt
oops,Oups
reminder,rappel
xi,xi
searched,cherché
behavioral,comportemental
riverside,rivière
bathrooms,salles de bain
plains,plaines
sku,sku
ht,ht
raymond,Raymond
insights,connaissances
abilities,capacités
initiated,initié
sullivan,Sullivan
za,za
midwest,Midwest
karaoke,karaoké
trap,piéger
lonely,solitaire
fool,tromper
ve,monstre
nonprofit,non lucratif
lancaster,lancaster
suspended,suspendu
hereby,par la présente
observe,observer
julia,Julia
containers,conteneurs
attitudes,attitudes
karl,karl
berry,baie
collar,collier
simultaneously,simultanément
racial,racial
integrate,intégrer
bermuda,bermudes
amanda,Amanda
sociology,sociologie
mobiles,mobiles
screenshot,capture d'écran
exhibitions,des expositions
kelkoo,kelkoo
confident,sur de soi
retrieved,récupéré
exhibits,exposition
officially,officiellement
consortium,consortium
dies,meurt
terrace,terrasse
bacteria,bactéries
pts,pts
replied,réparé
seafood,Fruit de mer
novels,des romans
rh,rh
rrp,rrp
recipients,bénéficiaires
ought,devrait
delicious,délicieux
traditions,traditions
fg,fg
jail,prison
safely,sans encombre
finite,fini
kidney,un rein
periodically,périodiquement
fixes,fixer
sends,envoie
durable,durable
mazda,mazda
allied,allié
throws,jette
moisture,humidité
hungarian,hongrois
roster,liste
referring,référant
symantec,symantec
spencer,Spencer
wichita,wichita
nasdaq,nasdaq
uruguay,Uruguay
ooo,ooo
hz,hz
transform,transformer
timer,minuteur
tablets,comprimés
tuning,réglage
gotten,gotten
educators,éducateurs
tyler,Tyler
futures,contrat à terme
vegetable,légume
verse,verset
highs,hauteur
humanities,humanités
independently,indépendamment
wanting,voulant
custody,garde
scratch,rayure
launches,lancement
ipaq,ipaq
alignment,alignement
henderson,henderson
bk,bk
britannica,Britannica
comm,commission
ellen,ellen
competitors,concurrents
nhs,NHS
rocket,fusée
aye,toujours
bullet,balle
towers,tours
racks,racks
lace,dentelle
nasty,méchant
visibility,visibilité
latitude,latitude
consciousness,la conscience
ste,ste
tumor,tumeur
ugly,moche
deposits,dépôts
beverly,beverly
mistress,maîtresse
encounter,rencontrer
trustees,fiduciaires
watts,watts
duncan,Duncan
reprints,réimpression
hart,cerf
bernard,Bernard
resolutions,résolutions
ment,ment
accessing,accessible
forty,quarante
tubes,tubes
attempted,tentative
col,col
midlands,Midlands
priest,prêtre
floyd,floyt
ronald,ronchonneur
analysts,analystes
queue,file d'attente
dx,dx
sk,sk
trance,transe
locale,lieu
nicholas,nicholas
biol,biol
yu,yu
bundle,empaqueter
hammer,marteau
invasion,invasion
witnesses,les témoins
runner,coureur
rows,Lignes
administered,administré
notion,notion
sq,sq
skins,peaux
mailed,posté
oc,OC
fujitsu,fujitsu
spelling,orthographe
arctic,Arctique
exams,examens
rewards,récompenses
beneath,sous
strengthen,renforcer
defend,défendre
aj,un J
frederick,frederick
medicaid,Medicaid
treo,treo
infrared,infrarouge
seventh,septième
gods,dieux
une,universitaire
welsh,gallois
belly,ventre
aggressive,agressif
tex,Texas
advertisements,annonces
quarters,quartiers
stolen,volé
cia,CIA
soonest,la plus tôt
haiti,Haïti
disturbed,perturbé
determines,détermine
sculpture,sculpture
poly,poly
ears,oreilles
dod,dodu
wp,wp
fist,poing
naturals,naturel
neo,néo
motivation,motivation
lenders,prêteurs
pharmacology,pharmacologie
fitting,raccord
fixtures,agencements
bloggers,blogueurs
mere,simple
agrees,accepter
passengers,passagers
quantities,quantités
petersburg,pétersbourg
consistently,régulièrement
powerpoint,Power Point
cons,les inconvénients
surplus,surplus
elder,aîné
sonic,sonique
obituaries,obitaires
cheers,Tchin Tchin
dig,creuser
taxi,Taxi
punishment,Châtiment
appreciation,appréciation
subsequently,ensuite
om,OM
belarus,Biélorussie
nat,nat
zoning,zonage
gravity,la gravité
providence,Providence
thumb,pouce
restriction,restriction
incorporate,intégrer
backgrounds,arrière-plans
treasurer,trésorier
guitars,guitares
essence,essence
flooring,sol
lightweight,poids léger
ethiopia,Ethiopie
tp,TP
mighty,puissant
athletes,les athlètes
humanity,humanité
transcription,transcription
jm,jm
holmes,holmes
complications,complications
scholars,savants
dpi,dpi
scripting,script
gis,gis
remembered,rappelé
galaxy,galaxie
chester,chester
snapshot,instantané
caring,bienveillance
loc,Loc
worn,porté
synthetic,synthétique
shaw,shaw
vp,vice-président
segments,segments
testament,testament
expo,expo
dominant,dominant
twist,tourner
specifics,détails
itunes,iTunes
stomach,estomac
partially,partiellement
buried,enterré
cn,cn
newbie,débutant
minimize,minimiser
darwin,darwin
ranks,rangs
wilderness,région sauvage
debut,début
generations,générations
tournaments,tournoi
bradley,bradley
deny,Nier
anatomy,anatomie
bali,balis
judy,judence
sponsorship,parrainage
headphones,écouteurs
fraction,fraction
trio,trio
proceeding,procédure
cube,cube
defects,défauts
volkswagen,Volkswagen
uncertainty,incertitude
breakdown,panne
milton,Milton
marker,marqueur
reconstruction,reconstruction
subsidiary,filiale
strengths,forces
clarity,clarté
rugs,tapis
sandra,Sandra
adelaide,Adélaïde
encouraging,encourageant
furnished,meublé
monaco,monaco
settled,installé
folding,pliant
emirates,émirates
terrorists,les terroristes
airfare,billet d'avion
comparisons,comparaisons
beneficial,bénéfique
distributions,distributions
vaccine,vaccin
belize,belize
fate,sort
viewpicture,vieillissement
promised,promis
volvo,volvo
penny,penny
robust,robuste
bookings,réservations
threatened,menacé
minolta,minolta
republicans,républicain
discusses,discuter
gui,interface graphique
porter,porter
gras,gras
jungle,jungle
ver,ver
rn,rn
responded,a répondu
rim,jante
abstracts,résumé
zen,Zen
ivory,Ivoire
alpine,alpin
dis,distinguer
prediction,prédiction
pharmaceuticals,médicaments
andale,andale
fabulous,fabuleux
remix,remixe
alias,alias
thesaurus,thésaurus
individually,individuellement
battlefield,champ de bataille
literally,au sens propre
newer,nouveau
kay,kay
ecological,écologique
spice,pimenter
oval,ovale
implies,impliquer
cg,cg
soma,soma
ser,ser
cooler,glacière
appraisal,évaluation
consisting,qui consiste
maritime,maritime
periodic,périodique
submitting,soumission
overhead,aérien
ascii,ascii
prospect,perspective
shipment,expédition
breeding,reproduction
citations,citations
geographical,géographique
donor,donneur
mozambique,mozambique
tension,tension
href,href
benz,benz
trash,déchets
shapes,formes
wifi,Wifi
tier,étage
fwd,feux
earl,comte
manor,manoir
envelope,enveloppe
diane,diane
homeland,patrie
disclaimers,dénigrement
championships,championnat
excluded,exclu
andrea,Andrea
breeds,races
rapids,rapides
disco,disco
sheffield,Sheffield
bailey,bailey
aus,aus
endif,fin si
finishing,finition
emotions,émotions
wellington,Wellington
incoming,entrant
prospects,perspectives
lexmark,Lexmark
cleaners,nettoyant
bulgarian,bulgare
hwy,hwy
eternal,éternel
cashiers,caissiers
guam,Guam
cite,citer
aboriginal,Aborigène
remarkable,remarquable
rotation,rotation
nam,nam
preventing,prévenant
productive,productif
boulevard,boulevard
eugene,Eugène
ix,ix
gdp,PIB
pig,cochon
metric,métrique
compliant,conforme
minus,moins
penalties,pénalités
bennett,bennett
imagination,imagination
hotmail,hotmail
refurbished,Remis à neuf
joshua,joshua
armenia,Arménie
varied,varié
grande,grande
closest,le plus proche
activated,activé
actress,actrice
mess,désordre
conferencing,conférence
assign,attribuer
armstrong,armstrong
politicians,Les politiciens
trackbacks,branches
lit,éclairé
accommodate,accommoder
tigers,tigres
aurora,aurore
una,una
slides,glisser
milan,milan
premiere,première
lender,prêteur
villages,villages
shade,ombre
chorus,Refrain
christine,christine
rhythm,rythme
digit,chiffre
argued,argumenté
dietary,diététique
symphony,symphonie
clarke,clarke
sudden,soudain
accepting,acceptant
precipitation,précipitation
marilyn,marilyn
lions,les Lions
findlaw,retransmets
ada,ada
pools,piscines
tb,tb
lyric,lyrique
claire,claire
isolation,isolation
speeds,vitesses
sustained,soutenu
matched,apparié
approximate,approximatif
rope,corde
carroll,carroll
rational,rationnel
programmer,programmeur
fighters,combattant
chambers,chambres
dump,décharger
greetings,les salutations
inherited,hérité
warming,échauffement
incomplete,incomplet
vocals,vocal
chronicle,la chronique
fountain,Fontaine
chubby,joufflu
grave,la tombe
legitimate,légitime
biographies,biographies
burner,brûleur
yrs,YRS
foo,foo
investigator,enquêteur
gba,gba
plaintiff,demandeur
finnish,finlandais
gentle,doux
bm,bm
prisoners,les prisonniers
deeper,Plus profond
muslims,les musulmans
hose,tuyau
mediterranean,méditerranéen
nightlife,vie nocturne
footage,images
howto,comment
worthy,digne
reveals,révèle
architects,architectes
saints,saints
entrepreneur,entrepreneur
carries,transporter
sig,sigrir
freelance,free-lance
duo,duo
excessive,excessif
devon,dévontaire
screensaver,économiseur d'écran
helena,hélice
saves,sauvegarder
regarded,considéré
valuation,évaluation
unexpected,inattendu
cigarette,cigarette
fog,brouillard
characteristic,caractéristique
marion,marion
lobby,lobby
egyptian,égyptien
tunisia,Tunisie
metallica,métallica
outlined,indiqué
consequently,par conséquent
headline,gros titre
treating,traitement
punch,coup de poing
appointments,rendez-vous
str,str
gotta,gotta
cowboy,cow-boy
narrative,récit
bahrain,bahreïn
enormous,énorme
karma,karma
consist,consister
betty,betty
queens,reines
academics,universitaires
pubs,pubs
quantitative,quantitatif
lucas,lucas
screensavers,veilleuses
subdivision,subdivision
tribes,tribus
vip,VIP
defeat,défaite
clicks,cliquetis
distinction,distinction
honduras,Honduras
naughty,vilain
hazards,dangers
insured,assuré
harper,harper
livestock,bétail
mardi,mardi
exemption,exemption
tenant,locataire
sustainability,durabilité
cabinets,armoires
tattoo,tatouage
shake,secouer
algebra,algèbre
shadows,ombres
holly,houx
formatting,mise en page
silly,idiot
nutritional,nutritionnel
yea,Ouais
mercy,pitié
hartford,Hartford
freely,librement
marcus,marcus
sunrise,lever du soleil
wrapping,emballage
mild,doux
fur,fourrure
nicaragua,Nicaragua
weblogs,blogs
timeline,chronologie
tar,le goudron
belongs,fait parti
rj,rj
readily,facilement
affiliation,affiliation
soc,soc
fence,clôture
nudist,nudiste
infinite,infini
diana,Diane
ensures,assurer
relatives,les proches
lindsay,lindsay
clan,clan
legally,légalement
shame,la honte
satisfactory,satisfaisant
revolutionary,révolutionnaire
bracelets,bracelets
sync,synchronisation
civilian,civil
telephony,téléphonie
mesa,mesa
fatal,fatal
remedy,remède
realtors,agents immobiliers
breathing,respiration
briefly,brièvement
thickness,épaisseur
adjustments,ajustements
graphical,graphique
genius,génie
discussing,discuter
aerospace,aérospatial
fighter,combattant
meaningful,significative
flesh,chair
retreat,battre en retraite
adapted,adapté
barely,tout juste
wherever,partout où
estates,domaines
rug,tapis
democrat,démocrate
borough,arrondissement
maintains,maintenir
failing,échouer
shortcuts,raccourcis
ka,ka
retained,retenu
voyeurweb,voyeurweb
pamela,pamela
andrews,Andrews
marble,marbre
extending,extension
jesse,jesse
specifies,spécifie
hull,coque
logitech,logitech
surrey,surre
briefing,Compte rendu
belkin,belkin
dem,Dem
accreditation,accréditation
wav,wav
blackberry,la mûre
highland,montagnes
meditation,méditation
modular,modulaire
microphone,microphone
macedonia,Macédoine
combining,combinaison
brandon,brandon
instrumental,instrumental
giants,géants
organizing,organiser
shed,cabanon
balloon,ballon
moderators,modérateurs
winston,winston
memo,note
ham,jambon
solved,résolu
tide,marée
kazakhstan,Kazakhstan
hawaiian,hawaïen
standings,classement
partition,cloison
invisible,invisible
gratuit,grain
consoles,consoles
funk,trouille
fbi,FBI
qatar,Qatar
magnet,aimant
translations,traductions
porsche,porsche
cayman,caïman
jaguar,jaguar
reel,bobine
sheer,virer
commodity,marchandise
posing,posant
kilometers,kilomètres
rp,rp
bind,lier
thanksgiving,action de grâces
rand,rand
hopkins,hopkins
urgent,urgent
guarantees,garanties
infants,nourrisson
gothic,gothique
cylinder,cylindre
witch,sorcière
buck,mâle
indication,indication
eh,hein
congratulations,toutes nos félicitations
tba,tba
cohen,Cohen
sie,sie
usgs,usgs
puppy,chiot
kathy,kathy
acre,acre
graphs,graphiques
surround,entourer
cigarettes,cigarettes
revenge,vengeance
expires,expire
enemies,ennemis
lows,bas
controllers,contrôleurs
aqua,aqua
chen,chen
emma,Emma
consultancy,Conseil
finances,finances
accepts,accepter
enjoying,appréciant
conventions,conventions
eva,eva
patrol,patrouille
smell,sentir
pest,peste
hc,hc
italiano,Italiano
coordinates,coordonnées
rca,RCA
fp,fp
carnival,carnaval
roughly,grossièrement
sticker,autocollant
promises,promesses
responding,en réponse
reef,récif
physically,physiquement
divide,diviser
stakeholders,les parties prenantes
hydrocodone,hydrocodone
gst,TPS
consecutive,consécutif
cornell,cornoir
satin,satin
bon,bon
deserve,mériter
attempting,tentative
mailto,mailto
promo,promo
jj,jj
representations,représentations
chan,chanter
worried,préoccupé
tunes,tunes
garbage,des ordures
competing,en compétition
combines,combine
mas,mas
beth,beth
bradford,bradford
len,len
phrases,phrases
kai,kai
peninsula,péninsule
chelsea,chelsea
boring,ennuyeuse
reynolds,Reynolds
dom,domestique
jill,jill
accurately,avec précision
speeches,discours
reaches,atteindre
schema,schéma
considers,considère
sofa,sofa
catalogs,catalogues
ministries,ministère
vacancies,vacance
quizzes,quiz
parliamentary,parlementaire
obj,obj
prefix,préfixe
lucia,Lucia
savannah,savane
barrel,baril
typing,dactylographie
nerve,nerf
dans,nuance
planets,planètes
deficit,déficit
boulder,rocher
pointing,montrer du doigt
renew,renouveler
coupled,accouplé
viii,viii
myanmar,myanmar
metadata,métadonnées
harold,Harold
circuits,circuits
floppy,souple
texture,texture
handbags,sac à main
jar,pot
ev,ev
somerset,somerset
incurred,encouru
acknowledge,accuser réception
thoroughly,à fond
antigua,Antigua
nottingham,Nottingham
thunder,tonnerre
tent,tente
caution,avertir
identifies,identifier
questionnaire,questionnaire
qualification,qualification
locks,serrures
modelling,la modélisation
namely,à savoir
miniature,miniature
dept,département
hack,pirater
dare,oser
euros,euros
interstate,entre États
pirates,pirates
aerial,aérien
hawk,faucon
consequence,conséquence
rebel,rebelle
systematic,systématique
perceived,perçu
origins,origines
hired,embauché
makeup,se réconcilier
textile,textile
lamb,agneau
madagascar,Madagascar
nathan,Nathan
tobago,Tobago
presenting,en présentant
cos,car
troubleshooting,dépannage
uzbekistan,Ouzbékistan
indexes,index
pac,pacer
rl,rl
erp,erp
centuries,des siècles
gl,canette
magnitude,ordre de grandeur
ui,ui
richardson,Richardson
hindu,hindou
dh,dh
fragrances,parfums
vocabulary,vocabulaire
licking,léchage
earthquake,tremblement de terre
vpn,VPN
fundraising,collecte de fonds
fcc,fcc
markers,Marqueurs
weights,poids
albania,Albanie
geological,géologique
assessing,évaluer
lasting,durable
wicked,méchant
eds,eds
introduces,introduction
kills,abattre
roommate,colocataire
webcams,webcams
pushed,poussé
webmasters,webmasters
ro,ro
df,df
computational,informatique
acdbentity,acdbentité
participated,participé
junk,déchet
handhelds,ordinateurs de poche
wax,la cire
lucy,lucy
answering,répondant
hans,hans
impressed,impressionné
slope,pente
reggae,reggae
failures,les échecs
poet,poète
conspiracy,conspiration
surname,nom de famille
theology,théologie
nails,clous
evident,évident
whats,quoi
rides,monte
rehab,désintox
epic,épique
saturn,Saturne
organizer,organisateur
nut,noix
allergy,allergie
sake,Saké
twisted,tordu
combinations,combinaisons
preceding,précédent
merit,mérite
enzyme,enzyme
cumulative,cumulatif
zshops,zshops
planes,Avions
edmonton,Edmonton
tackle,s'attaquer à
disks,disques
condo,condo
pokemon,pokemon
amplifier,amplificateur
ambien,ambien
arbitrary,arbitraire
prominent,important
retrieve,récupérer
lexington,Lexington
vernon,vernon
sans,Sans
worldcat,classe mondiale
titanium,titane
irs,IRS
fairy,Fée
builds,construit
contacted,contacté
shaft,arbre
lean,maigre
bye,au revoir
cdt,cdt
recorders,enregistreurs
occasional,occasionnel
leslie,Leslie
casio,casio
deutsche,Deutsche
ana,ana
postings,messages
innovations,innovations
kitty,minou
postcards,cartes postales
dude,mec
drain,égoutter
monte,monte
fires,les feux
algeria,Algérie
blessed,béni
luis,luis
reviewing,révision
cardiff,carton
cornwall,Cornouailles
favors,faveurs
potato,Patate
panic,panique
explicitly,explicitement
sticks,des bâtons
leone,léne
transsexual,transsexuel
ez,ez
citizenship,citoyenneté
excuse,excuse
reforms,réformes
basement,sous-sol
onion,oignon
strand,brin
pf,pf
sandwich,sandwich
uw,uw
lawsuit,procès
alto,alto
informative,informatif
girlfriend,copine
bloomberg,bloomberg
cheque,Chèque
hierarchy,hiérarchie
influenced,influencé
banners,bannières
reject,rejeter
eau,eau
abandoned,abandonné
bd,bd
circles,cercles
italic,italique
beats,Beats
merry,joyeux
mil,mil
scuba,scaphandre autonome
gore,sang
complement,complément
cult,culte
dash,tiret
passive,passif
mauritius,Maurice
valued,estimé
cage,cage
checklist,liste de contrôle
requesting,demandant
courage,courage
verde,verbe
lauderdale,lauderdale
scenarios,scénarios
gazette,gazette
hitachi,hitachi
divx,divex
extraction,extraction
batman,homme chauve-souris
elevation,élévation
hearings,audiences
coleman,Coleman
hugh,hugh
lap,genoux
utilization,utilisation
beverages,breuvages
calibration,étalonnage
jake,jake
eval,éventuellement
efficiently,efficacement
anaheim,anaheim
ping,ping
textbook,cahier de texte
dried,séché
entertaining,divertissant
prerequisite,prérequis
luther,luther
frontier,frontière
settle,régler
stopping,arrêt
refugees,réfugiés
knights,chevalier
hypothesis,hypothèse
palmer,paleuse
medicines,médicaments
flux,flux
derby,Derby
sao,Sao
peaceful,paisible
altered,altéré
pontiac,pontiac
regression,régression
doctrine,doctrine
scenic,scénique
trainers,formateurs
muze,muze
enhancements,amélioration
renewable,renouvelable
intersection,intersection
passwords,mots de passe
sewing,couture
consistency,cohérence
collectors,collectionneurs
conclude,conclure
recognised,reconnu
munich,Munich
oman,Oman
celebs,célébrités
gmc,GMC
propose,proposer
hh,hh
azerbaijan,Azerbaïdjan
lighter,briquet
rage,rage
adsl,adsl
uh,euh
prix,prix
astrology,astrologie
advisors,conseillers
pavilion,pavillon
tactics,tactique
trusts,fiducies
occurring,survenant
supplemental,supplémentaire
travelling,en voyageant
talented,talentueux
annie,annie
pillow,oreiller
induction,induction
derek,derek
precisely,précisément
shorter,plus court
harley,haley
spreading,diffusion
provinces,provinces
relying,qui s'appuie
finals,finales
paraguay,paraguay
steal,voler
parcel,parcelle
refined,raffiné
fd,fd
bo,board
fifteen,quinze
widespread,répandu
incidence,incidence
fears,peurs
predict,prédire
boutique,boutique
acrylic,acrylique
rolled,roulé
tuner,tuner
avon,avon
incidents,incidents
peterson,péterson
rays,des rayons
asn,asn
shannon,shannon
toddler,tout-petit
enhancing,améliorant
flavor,saveur
alike,ressemblent
walt,walt
homeless,sans abri
horrible,horrible
hungry,faim
metallic,métallique
acne,acné
blocked,bloqué
interference,ingérence
warriors,guerriers
palestine,Palestine
listprice,Liste des prix
libs,libs
undo,annuler
cadillac,cadillac
atmospheric,atmosphérique
malawi,Malawi
wm,wm
pk,paquet
sagem,sagem
knowledgestorm,savoir savoir
dana,Dana
halo,Halo
ppm,ppm
curtis,curtis
parental,parental
referenced,référencé
strikes,grèves
lesser,moindre
publicity,publicité
marathon,marathon
ant,fourmi
proposition,proposition
gays,gays
pressing,pressage
gasoline,de l'essence
apt,apte
dressed,habillé
scout,scout
belfast,belfast
exec,exécuté
dealt,traité
niagara,Niagara
inf,Inf
eos,eos
warcraft,de guerre
charms,charmes
catalyst,catalyseur
trader,Commerçant
bucks,chevreuils
allowance,allocation
vcr,magnétoscope
denial,le déni
uri,Uri
designation,la désignation
thrown,jeté
prepaid,prépayé
raises,soulager
gem,gemme
duplicate,dupliquer
electro,électro
criterion,critère
badge,badge
wrist,poignet
civilization,civilisation
analyzed,analysé
vietnamese,vietnamien
heath,bruyère
tremendous,énorme
ballot,scrutin
lexus,lexus
varying,varié
remedies,remèdes
validity,validité
trustee,curateur
maui,maui
weighted,pondéré
angola,Angola
performs,effectuer
plastics,plastiques
realm,Royaume
corrected,corrigée
jenny,jenny
helmet,casque
salaries,les salaires
postcard,carte postale
elephant,l'éléphant
yemen,Yémen
encountered,rencontré
tsunami,tsunami
scholar,savant
nickel,nickel
internationally,internationalement
surrounded,entouré
psi,PSI
buses,les autobus
expedia,Expedia
geology,géologie
pct,pct
wb,wb
creatures,créatures
coating,enrobage
commented,commenté
wallet,portefeuille
cleared,effacé
smilies,smilies
vids,vidon
accomplish,accomplir
boating,navigation de plaisance
drainage,drainage
shakira,shakira
corners,coins
broader,plus large
vegetarian,végétarien
rouge,rouge
yeast,Levure
yale,yale
newfoundland,Terre-Neuve
sn,sn
qld,qld
pas,pas
clearing,clairière
investigated,enquêté
dk,dard
ambassador,ambassadeur
coated,recouvert
intend,intention de
stephanie,Stephanie
contacting,contact
vegetation,végétation
doom,perte
findarticles,FindArticles
louise,Louise
kenny,de Kenny
specially,spécialement
owen,Owen
routines,routines
hitting,frappe
yukon,Yukon
beings,êtres
bite,mordre
issn,ISSN
aquatic,aquatique
reliance,dépendance
habits,habitudes
striking,frappant
myth,mythe
infectious,infectieux
podcasts,podcasts
singh,singh
gig,concert
gilbert,gilet
sas,sas
ferrari,ferrari
continuity,continuité
brook,ruisseau
fu,fu
outputs,les sorties
phenomenon,phénomène
ensemble,ensemble
insulin,insuline
assured,assuré
biblical,biblique
weed,cannabis
conscious,conscient
accent,accent
mysimon,mysimon
eleven,Onze
wives,épouses
ambient,ambiant
utilize,utiliser
mileage,kilométrage
oecd,OCDE
prostate,prostate
adaptor,adaptateur
auburn,auburn
unlock,ouvrir
hyundai,hyundai
pledge,engagement
vampire,vampire
angela,angela
relates,raconter
nitrogen,azote
xerox,photocopier
dice,dé
merger,fusionnement
softball,softball
referrals,références
quad,quadruple
dock,quai
differently,différemment
firewire,firewire
mods,mods
nextel,nextel
framing,encadrement
organised,organisé
musician,musicien
blocking,blocage
rwanda,Rwanda
sorts,tresse
integrating,en intégrant
vsnet,vstnet
limiting,limitant
dispatch,envoi
revisions,révisions
papua,papou
restored,restauré
hint,indice
armor,armure
riders,coureurs
chargers,chargeurs
remark,remarque
dozens,douzaines
varies,varie
msie,msie
reasoning,raisonnement
wn,wn
liz,liz
rendered,rendu
picking,cueillette
charitable,charitable
guards,gardes
annotated,annoté
ccd,ccd
sv,sv
convinced,convaincu
openings,ouvertures
buys,achats
burlington,burlington
replacing,remplaçant
researcher,chercheur
watershed,bassin versant
councils,conseils
occupations,occupations
acknowledged,reconnu
kruger,Kruger
pockets,les poches
granny,mamie
pork,porc
zu,zu
equilibrium,équilibre
viral,viral
inquire,renseigner
pipes,pipes
characterized,caractérisé
laden,chargé
aruba,arubie
cottages,chalets
realtor,agent immobilier
merge,fusionner
privilege,privilège
edgar,edgar
develops,développer
qualifying,admissible
chassis,châssis
dubai,Dubai
estimation,estimation
barn,Grange
pushing,poussant
llp,llp
fleece,toison
pediatric,pédiatrique
boc,boc
fare,tarif
dg,dg
asus,asus
pierce,transpercer
allan,allan
dressing,pansement
techrepublic,techrepublic
sperm,sperme
vg,vg
bald,chauve
filme,filière
craps,craps
fuji,Fuji
frost,gel
leon,Léon
institutes,instituts
mold,mouler
dame,dame
fo,pour
sally,sortie
yacht,yacht
tracy,tracieux
prefers,préférer
drilling,forage
brochures,brochures
herb,herbe
tmp,TMP
alot,beaucoup
ate,mangé
breach,enfreindre
whale,baleine
traveller,voyageur
appropriations,crédits
suspected,soupçonné
tomatoes,tomates
benchmark,référence
beginners,débutant
instructors,instructeurs
highlighted,Souligné
bedford,bedford
stationery,papeterie
idle,inactif
mustang,mustang
unauthorized,non autorisé
clusters,groupes
antibody,anticorps
competent,compétent
momentum,élan
fin,ailette
wiring,câblage
io,io
pastor,pasteur
mud,boue
calvin,calvin
uni,Uni
shark,requin
contributor,donateur
demonstrates,démontre
phases,phases
grateful,reconnaissant
emerald,émeraude
gradually,progressivement
laughing,en riant
grows,grandir
cliff,falaise
desirable,souhaitable
tract,tractus
ul,ul
ballet,ballet
ol,ol
journalist,journaliste
abraham,abraham
js,js
bumper,pare-chocs
afterwards,après
webpage,page Web
religions,religions
garlic,Ail
hostels,auberge de jeunesse
shine,éclat
senegal,Sénégal
explosion,explosion
pn,pn
banned,banni
wendy,wendy
briefs,slips
signatures,signatures
diffs,diffusion
cove,crique
mumbai,mumbai
ozone,ozone
disciplines,disciplines
casa,casa
mu,mu
daughters,filles
conversations,conversation
radios,radios
tariff,tarif
nvidia,nvidia
opponent,adversaire
pasta,Pâtes
simplified,simplifié
muscles,muscles
serum,sérum
wrapped,enveloppé
swift,rapide
motherboard,carte mère
runtime,Durée
inbox,boîte de réception
focal,focal
bibliographic,bibliographique
eden,Eden
distant,loin
incl,incl
champagne,Champagne
ala,ala
decimal,décimal
hq,hq
deviation,déviation
superintendent,surveillant général
propecia,propecia
dip,tremper
nbc,nbc
samba,samba
hostel,hôtel
housewives,femmes au foyer
employ,employer
mongolia,Mongolie
penguin,manchot
magical,magique
influences,influence
inspections,inspections
irrigation,irrigation
miracle,miracle
manually,manuellement
reprint,réimpression
reid,Reid
wt,wt
hydraulic,hydraulique
centered,centré
robertson,robertson
flex,fléchir
yearly,annuel
penetration,pénétration
wound,blesser
belle,belle
rosa,rosa
conviction,conviction
hash,hacher
omissions,omission
writings,écriture
hamburg,Hambourg
lazy,paresseux
mv,mv
mpg,mpg
retrieval,récupération
qualities,qualités
cindy,cindé
fathers,pères
carb,bouchon
charging,mise en charge
cas,CAS
marvel,merveille
lined,doublé
cio,cion
dow,dow
prototype,prototype
importantly,important
rb,rb
petite,menue
apparatus,appareil
upc,upc
terrain,terrain
dui,DUI
pens,des stylos
explaining,expliquant
yen,yen
strips,bandes
gossip,potins
rangers,randonneurs
nomination,nomination
empirical,empirique
mh,mh
rotary,rotatif
worm,Ver de terre
dependence,dépendance
discrete,discret
beginner,débutant
boxed,encadré
lid,couvercle
sexuality,sexualité
polyester,polyester
cubic,cubique
deaf,sourd
commitments,engagements
suggesting,suggérant
sapphire,saphir
kinase,kinase
skirts,jupes
mats,tapis
remainder,reste
crawford,Crawford
labeled,étiqueté
privileges,privilèges
televisions,Téléviseurs
specializing,spécialisation
marking,marquage
commodities,marchandises
pvc,pvc
serbia,Serbie
sheriff,shérif
griffin,griffon
declined,diminué
guyana,Guyane
spies,espionnage
blah,blabla
mime,mime
neighbor,voisin
motorcycles,motocyclettes
elect,élire
