French,Spanish
mensuel,mensual
critique,crítico
Cadre,cuadro
musical,musical
définition,definición
secrétaire,secretario
Angeles,angeles
la mise en réseau,redes
chemin,sendero
australien,australiano
employé,empleado
chef,jefe
donne,da
kb,kb
bas,fondo
les magazines,revistas
paquets,paquetes
détail,detalle
francisco,Francisco
lois,leyes
modifié,cambió
animaux,mascota
entendu,Escuchó
commencer,empezar
personnes,individuos
Colorado,Colorado
Royal,real
nettoyer,limpio
changer,cambiar
russe,ruso
plus grand,más grande
africain,africano
mec,chico
titres,títulos
pertinent,pertinente
des lignes directrices,pautas
Justice,justicia
relier,conectar
Bible,Biblia
faire devenir,devanar
tasse,taza
corbeille,cesta
appliqué,aplicado
hebdomadaire,semanalmente
vol,volumen
installation,instalación
décrit,descrito
demande,demanda
pp,páginas
suite,suite
vegas,vegas
n / A,n / A
carré,cuadrado
chris,chris
attention,atención
avance,avance
sauter,saltar
diète,dieta
armée,Ejército
enchères,subasta
équipement,engranaje
lee,sotavento
système d'exploitation,os
différence,diferencia
autorisé,permitido
correct,correcto
Charles,Charles
nation,nación
vente,venta
lot,un montón
pièce,pieza
feuille,hoja
solidifier,firma
Sept,Siete
plus âgée,más viejo
Illinois,Illinois
règlements,regulaciones
éléments,elementos
espèce,especies
saut,salto
cellules,células
module,módulo
recours,recurso
établissement,instalaciones
Aléatoire,aleatorio
tarification,precios
DVD,dvds
certificat,certificado
ministre,ministro
mouvement,movimiento
regards,aspecto
mode,Moda
directions,direcciones
visiteurs,visitantes
Documentation,documentación
surveiller,monitor
commerce,comercio
forêt,bosque
appels,llamadas
dont,cuyo
couverture,cobertura
coupler,Pareja
donnant,donación
chance,oportunidad
vision,visión
Balle,bola
fin,finalizando
clients,clientela
Actions,comportamiento
Ecoutez,escucha
discuter,discutir
J'accepte,aceptar
automobile,automotor
nu,desnudo
but,objetivo
à succès,exitoso
vendu,vendido
vent,viento
communautés,comunidades
clinique,clínico
situation,situación
les sciences,ciencias
marchés,mercados
le plus bas,más bajo
très,muy
édition,publicación
apparaître,aparecer
urgence,emergencia
développement,desarrollando
des vies,vidas
devise,divisa
cuir,cuero
déterminer,determinar
Température,temperatura
paume,palma
annonces,anuncios
patient,paciente
réel,real
historique,histórico
calcul,piedra
bob,Beto
Commerce,comercio
sonneries,tonos de llamada
peut-être,quizás
personnes,personas
difficile,difícil
scientifique,científico
Satellite,satélite
ajuster,encajar
tests,pruebas
village,pueblo
comptes,cuentas
amateur,aficionado
ex,ex
rencontré,reunió
la douleur,dolor
Xbox,Xbox
particulièrement,particularmente
les facteurs,factores
café,café
www www,www
Les paramètres,ajustes
acheteur,comprador
culturel,cultural
Steve,steve
facilement,fácilmente
oral,oral
gué,vado
affiche,póster
bord,borde
fonctionnel,funcional
racine,raíz
autant,au
Fi,fi
fermé,cerrado
vacances,vacaciones
la glace,hielo
rose,rosado
Zélande,zelanda
équilibre,equilibrio
surveillance,vigilancia
diplômé,graduado
réponses,respuestas
tirer,Disparo
NC,Carolina del Norte
architecture,arquitectura
initiale,inicial
étiqueter,etiqueta
pensée,pensando
scott,scott
llc,LLC
seconde,segundo
recommander,recomendar
canon,canon
ligue,liga
déchets,desperdicio
minute,minuto
autobus,autobús
fournisseur,proveedor
optionnel,Opcional
dictionnaire,diccionario
froid,frío
comptabilité,contabilidad
fabrication,fabricación
sections,secciones
chaise,silla
faire de la pêche,pesca
effort,esfuerzo
phase,fase
des champs,los campos
sac,bolso
fantaisie,fantasía
pochette,correos
des lettres,letras
moteur,motor
Virginie,Virginia
professeur,profesor
le contexte,contexto
installer,Instalar en pc
la chemise,camisa
vêtements,vestir
généralement,generalmente
a continué,continuado
pied,pie
Masse,masa
la criminalité,crimen
compter,contar
Sein,seno
techniques,técnicas
ibm,IBM
rd,rd
Johnson,Johnson
SC,Carolina del Sur
vite,rápidamente
dollars,dólares
sites Internet,sitios web
religion,religión
Réclamer,afirmar
conduite,conduciendo
autorisation,permiso
opération,cirugía
pièce,parche
Chauffer,calor
sauvage,salvaje
les mesures,medidas
génération,Generacion
Kansas,Kansas
Mademoiselle,pierda
chimique,químico
médecin,doctor
tâche,tarea
réduire,reducir
amené,trajo
lui-même,él mismo
ni,ni
composant,componente
permettre,habilitar
exercer,ejercicio
bogue,insecto
Père Noël,Papa Noel
milieu,medio
garantie,garantía
leader,líder
diamant,diamante
Israël,Israel
soi,marchito
procédés,procesos
"mou, tendre",suave
les serveurs,servidores
seul,solo
réunions,reuniones
secondes,segundos
Jones,Jones
Arizona,Arizona
mot-clé,palabra clave
intérêts,intereses
voyage en avion,vuelo
congrès,congreso
carburant,combustible
Nom d'utilisateur,nombre de usuario
marche,andar
produit,producido
italien,italiano
livre de poche,libro de bolsillo
petites annonces,clasificado
attendre,Espere
prise en charge,soportado
poche,bolsillo
Saint,Smo
Rose,Rosa
liberté,libertad
argument,argumento
concurrence,competencia
création,creando
jim,jim
médicaments,drogas
découper,articulación
prime,prima
fournisseurs,proveedores
Frais,Fresco
personnages,caracteres
avocat,abogado
améliorer,potenciar
diabolique,di
facteur,factor
croissance,creciente
milliers,miles
km,km
flux,Arroyo
appartements,apartamentos
prendre,elegir
audience,audiencia
est,oriental
les enchères,subastas
thérapie,terapia
entrées,entradas
Rendez-vous,fechas
généré,generado
signé,firmado
supérieur,superior
administratif,administrativo
sérieuse,grave
premier,principal
samsung,Samsung
limite,límite
a commencé,comenzó
Louis,Louis
pas,pasos
les erreurs,errores
magasins,tiendas
del,delegado
efforts,esfuerzos
informé,informado
Géorgie,Georgia
acteur,C.A
les pensées,pensamientos
ruisseau,Cala
ft,pie
travaillé,trabajó
quantité,cantidad
Urbain,urbano
les pratiques,prácticas
trié,ordenado
rapport,informes
indispensable,esencial
moi même,yo mismo
visites,Excursiones
Plate-forme,plataforma
charge,carga
affilier,afiliado
la main d'oeuvre,labor
immédiatement,inmediatamente
admin,administración
allaitement,enfermería
la défense,defensa
Machines,máquinas
désigné,designado
Mots clés,etiquetas
lourd,pesado
couvert,cubierto
récupération,recuperación
joe,José
les gars,tipo
intégré,integrado
configuration,configuración
marchande,comerciante
complet,exhaustivo
expert,experto
universel,universal
protéger,proteger
tomber,soltar
solide,sólido
CDS,cds
présentation,presentación
langues,idiomas
devenu,se convirtió
Orange,naranja
conformité,cumplimiento
Véhicules,vehículos
empêcher,evitar
thème,tema
riche,Rico
je suis,soy
campagne,Campaña
Marin,marina
amélioration,mejora
vs,vs
guitare,guitarra
découverte,hallazgo
Pennsylvanie,Pensilvania
exemples,ejemplos
ipod,iPod
en disant,diciendo
esprit,espíritu
ar,Arkansas
réclamations,reclamación (es
défi,desafío
Motorola,Motorola
acceptation,aceptación
stratégies,estrategias
moche,mes
sembler,parecer
affaires,asuntos
toucher,tocar
destiné,destinado a
envers,hacia
SA,sa
buts,metas
louer,contratar
élection,elección
suggérer,sugerir
branche,rama
des charges,cargos
servir,atender
affiliés,afiliados
les raisons,razones
la magie,magia
monter,montar
intelligent,inteligente
parlant,hablando
donné,dio
celles,unos
Latin,latín
multimédia,multimedia
XP,XP
éviter,evitar
agréé,certificado
faire en sorte,administrar
coin,esquina
rang,rango
l'informatique,informática
Oregon,Oregón
élément,elemento
naissance,nacimiento
virus,virus
abuser de,abuso
interactif,interactivo
Demandes,peticiones
séparé,separar
trimestre,cuarto
procédure,procedimiento
direction,liderazgo
les tables,mesas
définir,definir
courses,carreras
religieux,religioso
les faits,hechos
déjeuner,desayuno
kong,kong
colonne,columna
les plantes,plantas
Foi,fe
chaîne,cadena
développeur,desarrollador
identifier,identificar
rue,avenida
disparu,desaparecido
décédés,murió
approximativement,aproximadamente
national,Doméstico
plancher,mapa del sitio
recommandations,recomendaciones
déplacé,movido
houston,Houston
atteindre,alcanzar
Comparaison,comparación
mental,mental
vus,visto
moment,momento
élargi,extendido
séquence,secuencia
pouce,pulgada
attaque,ataque
Pardon,perdón
centres,centros
ouverture,apertura
dommage,daño
laboratoire,laboratorio
réserve,reserva
recettes,recetas
CVS,cvs
gamma,gama
Plastique,el plastico
produire,Produce
neiger,nieve
mis,metido
vérité,verdad
contrer,encimera
échec,falla
suit,sigue
UE,UE
fin de semaine,fin de semana
dollar,dólar
camp,acampar
Ontario,ntario
automatiquement,automáticamente
des,des
Minnesota,Minnesota
films,Película (s
pont,puente
originaire de,nativo
remplir,llenar
williams,williams
mouvement,movimiento
impression,impresión
base-ball,béisbol
appartenant à,de propiedad
approbation,aprobación
Brouillon,borrador
graphique,gráfico
joué,jugado
Contacts,contactos
cc,cc
Jésus,Jesús
lecteurs,lectores
clubs,clubs
LCD,LCD
Washington,Washington
jackson,Jackson
égal,igual
aventure,aventuras
correspondant à,pareo
offre,ofrecimiento
chemises,camisetas
profit,lucro
dirigeants,líderes
affiches,carteles
institutions,instituciones
assistant,asistente
variable,variable
ave,Cra
dj,DJ
publicité,anuncio publicitario
attendre,suponer
parking,estacionamiento
titres,titulares
hier,el dia de ayer
par rapport,comparado
déterminé,determinado
de gros,venta al por mayor
atelier,taller
Russie,Rusia
disparu,desaparecido
codes,códigos
genre,tipos
extension,extensión
Seattle,Seattle
déclarations,declaraciones
doré,dorado
complètement,completamente
équipes,equipos
fort,fuerte
cm,cm
Wi,Wisconsin
éclairage,Encendiendo
sénat,senado
les forces,efectivo
drôle,gracioso
frère,hermano
gène,gene
tourné,convertido
portable,portátil
a essayé,intentó
électrique,eléctrico
en vigueur,aplicable
disque,desct
revenu,devuelto
modèle,patrón
ct,Connecticut
bateau,barco
nommé,llamado
théâtre,teatro
laser,láser
plus tôt,más temprano
fabricant,Fabricantes
parrainer,patrocinador
classique,clásico
icône,icono
garantie,garantía
dédié,dedicado
Indiana,Indiana
direction,dirección
harry,Harry
basketball,baloncesto
objets,objetos
prend fin,acabado
effacer,Eliminar
soirée,noche
Assemblée,montaje
nucléaire,nuclear
taxes,impuestos
Souris,ratón
signal,señal
criminel,delincuente
Publié,emitido
cerveau,cerebro
sexuel,sexual
Wisconsin,Wisconsin
puissant,poderoso
rêver,sueño
obtenu,adquirido
FAUX,FALSO
da,dar
jeter,emitir
fleur,flor
se sentait,sintió
personnel,personal
passé,aprobado
fourni,suministrado
identifié,identificado
chutes,caídas
pic,Foto
âme,alma
sida,SIDA
des avis,opiniones
promouvoir,promover
déclaré,fijado
Statistiques,estadísticas
Hawaii,Hawai
professionnels,profesionales
apparaît,aparece
transporter,llevar
drapeau,bandera
décidé,decidido
New Jersey,Nueva Jersey
couvertures,cubiertas
heure,hora
em,em
avantage,ventaja
Bonjour,Hola
designs,diseños
maintenir,mantener
tourisme,turismo
priorité,prioridad
bulletins d'information,boletines
adultes,adultos
clips,clips
des économies,ahorros
iv,iv
graphique,gráfico
atome,átomo
Paiements,pagos
rw,rw
estimé,estimado
obligatoire,vinculante
bref,breve
terminé,terminado
gagnant,victorioso
huit,ocho
anonyme,anónimo
fer à repasser,planchar
droit,derecho
scénario,texto
servi,servido
veut,quiere
divers,diverso
préparé,preparado
annuler,vacío
à manger,comida
alerte,alerta
l'intégration,integración
Atlanta,Atlanta
dakota,dakota
étiqueter,etiqueta
entretien,entrevista
mélanger,mezcla
cadre,estructura
disque,disco
installée,instalado
reine,reina
VHS,vhs
crédits,créditos
clairement,claramente
réparer,reparar
manipuler,resolver
doux,dulce
bureau,escritorio
Critères,criterio
pubd,pubmed
dave,dave
Massachusetts,Massachusetts
Diego,Diego
hong,hong
vice,vicio
associer,asociar
ne,nordeste
un camion,camión
comportement,comportamiento
agrandir,agrandar
rayon,rayo
souvent,frecuentemente
revenu,ingresos
mesure,la medida
en changeant,cambiando
vote,votos
Du,du
devoir,deber
regardé,miró
discussion,discusión
ours,soportar
Gain,ganar
Festival,festival
laboratoire,laboratorio
océan,Oceano
vols,Vuelos
experts,expertos
panneaux,señales
manquer de,ausencia
profondeur,profundidad
Iowa,Iowa
peu importe,lo que
connecté,registrado
portable,ordenador portátil
ancien,vintage
former,tren
exactement,exactamente
sécher,seco
explorer,explorar
Maryland,Maryland
spa,spa
concept,concepto
presque,por poco
éligible,elegible
vérifier,verificar
réalité,realidad
oublié,olvidó
manutention,manejo
origine,origen
a connu,supo
gaming,juego de azar
flux,feeds
milliard,billón
destination,destino
Écosse,Escocia
plus rapide,más rápido
intelligence,inteligencia
dallas,Dallas
acheté,compró
con,estafa
UPS,UPS
nations,naciones
route,ruta
suivi,seguido
Caractéristiques,especificaciones
cassé,roto
TripAdvisor,TripAdvisor
franc,franco
Alaska,Alaska
Zoom,zoom
coup,soplo
bataille,batalla
Résidentiel,Residencial
anime,anime
parlez,hablar
les décisions,decisiones
les industries,industrias
protocole,protocolo
mettre en doute,consulta
agrafe,acortar
Partenariat,camaradería
éditorial,editorial
NT,Nuevo Testamento
expression,expresión
